itemid,shopid,name,brand,category,real_price,discount,curr_price,sold,rating,stock,description
2898693799,80755259,M40 Smartphone Android 6.3Inch 4800mAh 4G RAM / 128GB 4G mtk6763 Fingerprint,Tidak Ada Merek,Handphone & Aksesoris,0.0,,1254000.0,8,4.0,2992,"Features:
1. 6. 3inch Drop screen: Like a drop of water on the screen, each bright screen is a newexperience, with a 6.3-inch drop screen, the screen ratio is ashigh as 91%, allowing you to experience a wider field of vision. Ingames and videos, the content is displayed more, and the phone.
2. 10 core processor: Reshaping Android resource scheduling mechanism, greatly reducing the probability of stagnation, crash and so on, so that you can snatch red packets faster, The key experience between game engines, playing large-scale games, has greatly improved the net.
3. 4800mAh built-in large battery: 4800mah high-density and large-capacity battery, with strong endurance and full energy at all times, lets you bid farewell to electricity anxiety and indulge in good time.
4. 16 million HD rear cameras: Adopt dual-core sensor, and introduce AI artificial intelligence,post-quick double-shot, add image Rubik's cube technology, and hen cooperate with Al scene camera, Al backlight photo, Al portrait composition, let the mobile phone become your professional imaging team.
5. Front 8 million Brightness camera: Front 8 megapixels, equipped with Al beauty technology, fordifferent scenes, different people, allocate suitable beauty scheme, let the selfe with your heart. There is also a rejuvenating camera, which can adiust the facial features in real time on thphotographing interface, easily reshaping the ideal beauty and making the photographing more beautiful.

Descriptions:
1. Extreme speed fingerprint: Quickly unlock in 0. 1 seconds to easily defend your mobile phone, Unlocking Instant unlocking wonderful.
2. Face recognition unlock: With zero-light face recognition, zero-light face recognition can accurately recognize faces all the time, bringing a science fictionun locking experience. Zero-lig ht face recognition with hidden infrared light, no need to glare in the dark environment, still easy.

Specifications:
Model: M40
System: Android 9.1
ROM: 128GB
RAM: 6GB
Main screen size: 6.3
Network: Dual SIM Cards Support T Card
Battery capacity: 4800mAh
Front Camera：8MP
Rear Camera: 16MP
Color: black, white, blue ,white

Latest features:Face/Fingerprint Unlock.
Additional Product Features:
GPS: Yes,Built in, Also support A-GPS,Support voice navigation (navigation program not included)
WiFi: Support 802.11 b/g/n wireless, support hotspot
Bluetooth: Support Bluetooth 2.0
Sensor: Light sensor , Acceleration sensor , Direction sensor
Message: MMS,SMS, Email, Gmail
USB Port: Micro-USB2.0
Other Features : Play Store, Air Distance Gesture, Smart Wake, Calculator, Calendar, Alarm, Camera Gallery,
Video Recorder, Audio Player, Sound Recorder ,FM Radio, Email, Gmail, Flashlight, etc


Package contents:
1 x Smartphone
1 x Charger
1 x USB 
1 x User Manual
1 x Earphone
#wcdma #androidsmartphone #4GB #mtk6580 #Card #octacore #gsm #wifi #dualsimcard #Fashion #Gadgets&Gifts #Gifts #ConsumerElectronics #ChristmasGift #smartphoneunlocked #"
2849819405,54473719,COD Smartphone 4G 32G 128G 8MP + 16MP Android 6.1,,Handphone & Aksesoris,1140000.0,44%,638400.0,2,5.0,11,"📣 Pilih kami dan jangan pernah mengecewakanmu
Karena kami serius, kami bertanggung jawab, kami fokus pada kualitas！

Model: nova 5 4g + 32g
Process: IPS screen glass back cover
System: Android OS 6.0
Platform: MTK6580 octa core 3G
Standby: dual card dual standby support tf card expansion
Screen: 5.5 inch ips screen 2.5D amplitude TP 960×480
Resolution: 2340x1080
Speaker: 1511 Box Speaker
Frequency: GSM850/900/1800/1900MHz, 3G: WCDMA850/2100MHz
Vibration: support
Color: black / red / pink
Memory: 4G RAM + 32GB ROM
Multimedia: MP3 / MP4 / 3GP / FM Radio / Bluetooth
Camera: 200w+200w
Language: Multi-language support
Battery: 1800mAh
Versatile: wireless internet, GPS, gravity sensor, alarm, calendar, calculator, recorder, recorder, WAP / MMS / GPRS, image viewer, e-book, world clock, mission

Product List:
1 *Smartphone
1 * charging cable
1 *headphone
1 *Mobile phone case
1 *Mobile phone protection film
1 *Instruction

#Smartphone #Sidik #Jari #Unlock #elepon #Genggam #Cerdas #4G #32G #128G 8MP + 16MP #Android6.1 #phone #huawei #nova5 #p30

Dear, please pay attention to our store, daily new, quality and price to make you satisfied!"
2799629923,132821758,Smartphone X23 Sidik Jari 6g 128G 8MP + 16MP Android 8.1,0,Handphone & Aksesoris,0.0,,4391348.0,2,0,11976,"The Raysray X23 mobile phone main features:

1.Display:6.2 inches

2.CPU:MTK6535 Quad Core

3.OS: Android 6.1

5.Storage:4G RAM+128GB ROM

6.black Camera:8.0MP+16MP

7.Support Max SD Card : UP to 128GB

8: Network:

GSM850/900/18001900MHz,3G,WCDMA850/2100MHz

UMTS:B1(2100),B2(1900),B5(850),B8(900)

CDMA:BC0(800)

3G TD-SCDMA:B34(2010), B39(1880)


Package:
1x Smartphone

1x USB cable

1x Power Adapter

1x Screen protective film

1x User Manual"
2738971930,173261894,V8 Smart Watch Bluetooth Waterproof Android Phone Call Sport Band SIM Card Memory Card dz11,,Handphone & Aksesoris,259414.0,52%,133922.0,12,4.166667,387,"Welcome to our shop ▷ jpikuv ◁
Your happy shopping experience is our mission! Please feel free to contact us once you have any problem! We will try our best to help you!  We support 100% quality gurantee for you ! 
▶ ▶ Follow and contact us for extra discount! Hope you can enjoy your shopping trip in    pecification！

🔥🔥Celebration New Year Celebration Specials🔥🔥
🔥🔥100% brand new premium quality premium🔥🔥
🔥🔥Orders arrive within 7-14 days from China to Indonesia  within 24 hours after receiving the order🔥🔥
✔ Spot
✔ Quality Assurance
✔ Lowest price guarantee

❗️ Please note that you can enjoy free shipping when you place an order ❗️
❗️ You can save money with our vouchers ❗️

Features:
Local SMS, SMS Bluetooth synchronization pushs, BT Calling
MP3, MP4 local playback, Bluetooth music player
MP3, MP4 local playback, Bluetooth music player
Bidirectional reminder, bi-looking
QQ, WeChat, facebook, instant information, mobile push notification
Watch pictures: local memory storage. Remote camera: stored in the phone memory

Specification:
Band Material:TPU Band
CPU:MTK6261D (Option MTK6261A,MTK2502C)
ROM+RAM:32M+32M,support 32G TF Card
LCD:1.22""inch 240X240 IPS  HD full circle display
Battery:280mAh Polymer Battery
Accelerometer:3D acceleration, pedometer analysis, sedentary reminder, sleep monitoring, anti-lost, remote camera
Touch Screen:OGS capacitive touch screen, full lamination technology
SIM card:Micro Sim
Bluetooth:4.0
Color:black, white, blue, red

Package:
1*smart watch
1*charge cable
1*user manual"
2797066115,177584403,S10pro Smartphone Android 7.0 MTK6580 Quad Core 2GB RAM 16GB ROM 16MP 6.26inci,Tidak Ada Merek,Handphone & Aksesoris,0.0,,1024860.0,8,5.0,292,"ROM: 16G    RAM: 2G
Operation System: Android
Display Size: 6.26
Language: Arabic,French,German,Russian,Japanese,Polish,
English,Turkish,Italian,Norwegian,Spanish,Portuguese,
Korean,indonesian,malay
Feature: Message, HD Video Player, Video Player, MP3 Playback, 
Email ,Memory Card Slots, Bluetooth, FMRadio,
GPRS, Touchscreen, Front Camera, GPS Navigation, Wi-Fi
Thickness:Slim(9mm-10mm)
SIM Card Quantity: 2 SIM Card
Display Resolution: 540x1140
Battery Type: Detachable
Touch Screen Type: Capacitive Screen
Display Proportions: 18:9
MTK Model: MT6580
CPU Core Quantity: Quad Core
Front Camera Pixel: 8MP
Phone Type: Smart Phones
Rear Camera Pixel: 8MP
Screen Type: Full Screen
3.5mm Headphone Port: Yes
Front Camera Quantity: 1
Rear Camera Quantity: 1
Battery Capacity(mAh): 3800mAh
Cellular: GSM/WCDMA
2G:850/900/1800/2100 
3G:W850/2100"
2796686862,177584403,P30a Smartphone Layar 6.26inci Full Screen 2GB RAM 16GB ROM 16MP MTK6580 Quad Core 8MP,Tidak Ada Merek,Handphone & Aksesoris,0.0,,1024860.0,10,4.857143,290,"ROM: 16G  RAM: 2G
Operation System: Android 7.0
Display Size: 6.26inch
Language: indonesian,malay,Arabic,French,German,Russian,Japanese,Polish,
English,Turkish,Italian,Norwegian,Spanish,Portuguese,
Korean,
Feature:Message,HD Video Player,Video Player,MP3 Playback,
Email,Memory Card Slots,Bluetooth,FMRadio,
GPRS,Touchscreen,Front Camera,GPS Navigation,Wi-Fi
Thickness:Slim(9mm-10mm)
SIM Card Quantity: 2 SIM Card
Display Resolution: 540x1140
Battery Type: Detachable
Touch Screen Type: Capacitive Screen
Display Proportions: 18:9
MTK Model: MT6580
CPU Core Quantity: Quad Core
Front Camera Pixel: 8MP
Phone Type: Smart Phones
Rear Camera Pixel: 8MP
Screen Type: Full Screen
3.5mm Headphone Port: Yes
Front Camera Quantity: 1
Rear Camera Quantity: 1
Battery Capacity(mAh): 3800mAh
Cellular: GSM/WCDMA
2G:850/900/1800/2100 
3G:W850/2100 "
2754817499,115598407,x27 Plus Smartphone Android 9.1 dengan 6GB + 128GB  6.3 Inch HD Full Screen Smartphone,Tidak Ada Merek,Handphone & Aksesoris,0.0,,2573208.0,43,4.037037,13308,"Features:
Screen Type: 6.3 inch
System : Android 9.1
CPU : MTK6595 Octa Core
ROM: 128GB
RAM: 6GB
Fingerprint :Rear fingerprint unlock
Face recognition
Battery :6000mAH
Ultra -thin 7.1mm
Touch Screen : Support Capacitive
Resolution :1660x1080 pixels HD Screen
Network : 2G, 3G, 4G
Network :Dual SIM Card Dual Standby (one standard SIM slot, one micro SIM slot)
SIM 1 (Nano SIM Slot) 2G (GSM 85090018001900MHZ) 3G (WCDMA 8502100MHZ)
SIM 2 (Nano  SIM Slot) 2G (GSM 85090018001900MHz)
Support: TD-LTE /FDD-LTE

Camera:
Camera type : Dual Rear Camera + One Front Camera
Camera Pixel
Front Camera 8.0 MP
Rear Camera 16.0 MP
Software Play Store, Air, Distance, Gesture, SmartWake, Calculator, Calendar, Alarm, Camera, Gallery
Additional Product Features:
GPS ,Built in, GPS
Bluetooth Support Bluetooth 2.0
Message MMS, SMS, Email, Gmail
Other Features :Face recognition, Play Store, Air Distance Gesture, Smart Wake, Calculator, Calendar, Alarm, Camera Gallery,
Video Recorder, Audio Player, Sound Recorder, FM Radio, Email, Gmail, Flashlight, etc

Precautions:
  1. Try to avoid long-term calls, watching videos, playing games, and playing with your phone while charging. It is recommended to use headphones when talking. It is normal for the phone body to be hot.
2. When there are many programs running in the background, you need to close the programs that are not needed, otherwise the phone will be easy to run out of power.
3.This phone can only use mobile and Unicom, and does not support telecom cards.
Available languages:
English (United States), Chinese (Chinese), Chinese (Taiwan), Chinese (Hong Kong), Spanish, Spanish (United States), Portuguese, Russian (Russian), Persian, Portuguese (Brazil),

French, German (Swiss), Turkish, Vietnamese, Malay, Indonesian, Thai, Italian, Arabic (Algerian), Hindi, Urdu, Bulgarian,

Dutch, Greek, Hungarian, Filipino, Romanian, Czech, Korean, Cambodian, Hebrew, Burmese, Polish, Croatian, Latvian (Leto), Lithuanian ,

Slovak, Ukrainian, German, Danish, Finnish, Norwegian, Swedish, English (UK), Armenian (Armenian), Estonian, Japanese, Kazakh, Serbian,

Slovenian, Catalan, German (Austria, Euro), German (Liechtenstein), French (Canada), French, Italian, Albanian, Lao (Laos),

English (Australia), English (Ireland, Euro), English (Singapore), English (South Africa)
Package contents:
1 x Smartphone
1 x Charger
1 x USB
1 x Earphone
1 x User Manual
1 x Earphone"
2761907061,29266900,Kacamata photochromic anti radiasi blue ray komputer laptop smartphone TV pria wanitao,Tidak Ada Merek,Aksesoris Fashion,219000.0,5%,208050.0,24,4.722222,30,"All Ready Stock
- Free Shipping 
- 100% Brand New and High Quality

Spesifikasi:
 Specification:
  - Model Number: KS042
  - Frame Material: Metal
  - Temple Material: TR90
  - Lens Material: Polycarbonate
  - Optical Lens Types:Photochromic , Anti-Blue Light, UV400

Glasses Size Data
The total frame width（mm）：134
Lens width（mm）                  ：57
Lens height（mm）                 ：35
Width of the nose（mm）       ：18
Length of mirror leg（mm）   ：143

#eyeglasses  
#glasses 
#men 
#women
#frame 
#Unisex 
#study
#students
#work
#computer play
#blu-ray
#anti-blue-ray
#phone play
#Optical
#eyewear 
#myopic"
2722641108,161935214,2019 S8 MIX Android High Quality Android 6.0 MTK6580 Quad Core 3800mAh smartphone,Tidak Ada Merek,Handphone & Aksesoris,0.0,,969000.0,12,4.727273,288,"Brand Name:Attila  
Unlock Phones:Yes   
ROM:32G   RAM:3G   
Front Camera Pixel:8MP     
Rear Camera Pixel:16MP 
CPU:Quad Core    
Item Condition:New    
Operation System:Android    
Cellular:GSM/WCDMA     
Feature:Message,   HD Video Player,   Video Player,   MP3 Playback,Email,Memory Card Slots,Bluetooth,FM Radio,GPRS,Gravity Response,Touchscreen,Front Camera,GPS Navigation,Wi-Fi
Display Size:6.0 
Language:Arabic,French,German,Russian,Japanese,Polish,English,Turkish,Norwegian,Italian,Spanish,Portuguese
Thickness:Slim(9mm-10mm)   
SIM Card Quantity:2 SIM Card    
Display Resolution:1280x720
Band Mode:2SIM/Multi-Bands   
Release Date:2019    
Battery Type:Detachable 
Touch Screen Type:Capacitive Screen   
Display Proportions:16:9     
CPU Model:MTK
Battery Capacity(mAh):3800mAh     
CPU Core Quantity:Quad Core    
Phone Type:Smart Phones   
Screen Type:Full Screen 
 Fast Charging:USB Power Delivery
3.5mm Headphone Port:Yes  
Front Camera Quantity:1
Rear Camera Quantity:1
Charging Interface Type:Micro USB
Biometrics Technology:Fingerprint Recognition
2G:850/900/1800/2100
3G:W850/2100 OR W850/1900"
2680080826,39253791,Nova 5 Smartphone Android 6.1 32G 128G 8MP + 16MP Android 6.1 EU-PLUG,,Handphone & Aksesoris,0.0,,1140000.0,115,3.953488,13,"nova 5 smart phone 32G 128G 8MP + 16MP Android 6.1 handphone Android phone milanfull
Model: nova 5 4g + 32g
Process: IPS screen glass back cover
System: Android OS 6.0
Platform: MTK6580 octa core 3G
Standby: dual card dual standby support tf card expansion
Screen: 5.5 inch ips screen 2.5D amplitude TP 960×480
Resolution: 2340x1080
Speaker: 1511 Box Speaker
Frequency: GSM850/900/1800/1900MHz, 3G: WCDMA850/2100MHz
Vibration: support
Color: black / red / pink
Memory: 4G RAM + 32GB ROM
Multimedia: MP3 / MP4 / 3GP / FM Radio / Bluetooth
Camera: 200w+200w
Language: Multi-language support
Battery: 1800mAh
Versatile: wireless internet, GPS, gravity sensor, alarm, calendar, calculator, recorder, recorder, WAP / MMS / GPRS, image viewer, e-book, world clock, mission

Product List:
1 *Smartphone
1 * charging cable(EU-PLUG)
1 *headphone
1 *Mobile phone case
1 *Mobile phone protection film
1 *Instruction

#Smartphone #Sidik #Jari #Unlock #elepon #Genggam #Cerdas #4G #32G #128G 8MP + 16MP  #phone #huawei #nova5 #p30 #handphone Android

nova 5 smart phone 4G + 32G 128G 8MP + 16MP Android 6.1 handphone phone"
2431658828,96455644,P35 6.3 Inch 6GB + 128GB Smartphone HD Full Screen 4G Android 9.1 Face Recognition MTK6595 Ten Core,,Handphone & Aksesoris,2393544.0,53%,1128599.0,19,3.928571,1,"P35 6.3 inch water drop screen Android 9.1 system MTK6595 ten core chip 6+128G smart phone

Model: P35 6GB + 128GB
Craft: Real Water Drop Screen Glass Gradient Process Body
System: Android OS 9.1System
Platform: MTK6595 ten core
Standby: dual card dual standby support tf card expansion
Screen: 6.3"" HD 18:9 LCD
Resolution: 2320x1080
Speaker: 1511 Box Speaker
Frequency: GSM850 / 900/1800 / 1900MHz, 3G: WCDMA850 / 2100MHz (optional 1900MHz)
Vibration: support
Color: black / red / gradient green
Memory: 6G RAM + 128GB ROM
Multimedia: MP3 / MP4 / 3GP / FM Radio / Bluetooth
Camera: 8.1MP + 16.0mp
Language: Multi-language support
Battery: Real 4800mAh Lithium Ion Battery
Versatile: full screen, face recognition, single SIM wireless, GPS, gravity sensor, alarm, calendar, calculator, recorder, recorder, WAP / MMS / GPRS /, image viewer, e-book, world clock, mission
After the card flashes the IML back cover

Product List:
1 *Smartphone
1 * charging cable
1 *headphone
1 *Mobile phone case
1 *Mobile phone protection film
1* card picker
1 *Instruction"
2615355282,136025388,「COD」F9-5 TWS 5.0 Bluetooth Headset Stereo HIFI 8D stereo Bass Earphone Noise + 2000mAh Cab,Tidak Ada Merek,Handphone & Aksesoris,495754.0,67%,184164.0,48,4.53125,7941,"welcome!
We are a shop that specializes in mobile phone accessories. We focus on quality, try countless times, and try our best to ensure that every point is delivered to dear customers.
👑FAQ👑
【1】Can be used with my iPhone/Android cellphone?
💡Yes,it can work with all iOS/Android cellphone.
【2】Can be used for calling？
💡Yes,it can.
【3】Is this product available?
💡Yes，it is ready
【4】How long the playback time is ?
💡It can continuously play 6 hours after single charge ,with charging case play time up to 48 hours，Charging case battery capacity2000 mAh
【5】How to  pair with my phone ?
💡Take earbuds out of charging case,  double click the button on the earbud，then switch ON your phone‘s bluetooth search “F9-5”
★★★★★★★★★★★★★★★★★★★★★★★★
🔥HIGHLIGHTS🔥
【HIFI Sound Quality】8D surround sound，Bluetooth 5.0 and lossless HD rendering technology that produce incredible sound quality with crystal crisp treble;The game is not delayed
【Beautiful Design& Small Size】Portable and Classic outside design of the case ,just like a cute face-powder case;
【IPX5 Water Resistant】The F9-5 are resistant to sweat, water and rain. Perfect for running, jogging, hiking, yoga, exercises, gym, fitness, travelling;
【Long Playback Time】2000 mAH battery capacity for the charging case,15 times can be filled with headphones;playback time up to 80 hours;
【Comfortable Wear】Human engineering design,fits perfectly in the ear hole.
★★★★★★★★★★★★★★★★★★★★★★★★"
2375646021,39253791,NOVA 5 smartphone 5.5 inch water drop screen Android 8.1 eight core chip 4G + 64G handphone PHONE,,Handphone & Aksesoris,0.0,,1140000.0,79,4.22807,13,"Model No. :nova 5 4g+64g
Process：true water droplets ml reflective back cover
system：Android OS 8.1System
Platform：MTK6592 eight core
Standby：Dual card dual standby support tf card expansion
Screen：5.5"" HD 18:9 LCD 
Resolution：2340x1080
Speaker：1511 Box Speaker
Frequency：GSM850/900/1800/1900MHz, 3G: WCDMA850/2100MHz (1900MHz optional)
Vibration：Support
Colors：Gradient Red / Gradient Blue / Gradient Black / Gold
Memory：4G RAM+64GB ROM
Multi Media：MP3/MP4/3GP/FM Radio/Bluetooth
Camera：8.1mp+16.0mp
Languages：Multi-language support
Battery：Real 3800mAh Lithium-ion battery 
Multi Function：Full screen, Face recognition, Single SIM Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPRS/, Image viewer,E-Book,World clock,Tasks
card rear flash IML rear cover 

Product List:
1* smartphone
1* charging cable
1* earphone
1* mobile phone case
1* mobile phone protective film
1* instruction manual

#NOVA5 #smartphone #6.3inch #water drop #screen #Android8.1 eight core chip #4G +#64G #128G #handphone PHONE #HAUWEI #oppo"
1945260893,118132150,UMIDIGI X 4GB RAM 128GB ROM 4G Mobile Phone 6.35'' 48MP NFC Android 9.0 4150mAh Face ID smartphone,Doogee,Handphone & Aksesoris,4674000.0,20%,3739200.0,12,4.555556,190,"
General
Model	X
Central Processing Unit(CPU)	MTK Helio P60 Octa Core up to 2.0GHz
RAM	4GB
GPU	ARM Mali G72 MP3 up to 800MHz
Shell Material	Dual 2.5D glass + metal frame
SIM Quantity	Dual SIM
SIM Types	Nano SIM Card
OS System	Android 9.0
RAM Type	LPDDR4X dual-channel
ROM	128GB
External Memory	TF card up to 256GB (not included)
Sensor	Ambient Light sensor, Proximity sensor, Gyroscope, Compass, Fingerprint sensor, Accelerometer
Support Language	Arabic, Bulgarian, Croatian, Dutch, Czech, Danish, English, French, Finnish, Filipino, Greek, German, Hungarian, Hebrew, Indonesian, Italian, Khmer, Malay, Latvian, Norwegian, Portuguese, Polish, Russian, Romanian, Swedish, Spanish, Turkish, Thai, UKrainian, Vietnamese, Simple Chinese, Traditional Chinese, Lithuanian, Slovenian
Additional Features	OTG, FM
Fingerprint	In-screen
Network
4G Bands	TDD-LTE 2300-2400(B40)/2570-2620(B38)/2496-2690(B41)MHz
FDD-LTE 700(B12&&B13&B17&B28A&B28B)/800(B20&B18&B26)/850(B5&B6&B19)/900(B8)/AWS-3(B66)/1700(B4) /1800(B3)/1900(B2)/2100(B1)/2600(B7)MHz
3G Bands	WCDMA 850(B5&B6&B19)/900(B8)/1700(B4)/1900(B2)/2100(B1)MHz
2G Bands	GSM 850(B5)/900(B8)/1800(B3)/1900(B2)MHz
Type	WCDMA, GSM, FDD-LTE, TDD-LTE, TD-SCDMA
WIFI	IEEE802.11 a/b/g/n
GPS	Yes, GLONASS, BDS
Bluetooth	V4.2, HID
Display
Screen Size	6.35 inch
Screen Type	Capacitive, AMOLED
Resolution	1548 x 720 pixels
Pixel Density	269PPI
Multi-Touch	Multi-point
Camera
Camera Quantity	4
Front Camera	16.0MP
Back Camera	48.0MP + 8.0MP + 5.0MP
Rear Flashlight	Yes
Camera Function	Face Identification, Panorama
Video recording	Yes
Media Format
Audio	MP3, WAV, AMR, AWB
Video	3GP, MPEG-4
Picture	PNG, BMP, GIF, JPEG
Connectivity
Ports	1 x TF card slot
1 x Micro USB
1 x 3.5mm earphone port
2 x Nano SIM card slots
Battery
Battery Capacity	4150mAh
Battery Types	Undetachable
Quick Charge	Yes
Charging Power	18W, 9V2A
Dimensions & Weight
Size	158.6*75.6*8.1 mm
Weight	195g
Package Include
Package Contents	1 x Phone
1 x User Manual
1 x Eject Pin
1 x USB Cable
1 x TPU Case
1 x EU Plug Power Adapter
1 x Pre-protective film"
2207972897,133155897,"""Tersedia""  Smartphone P20 Android 5.0 ponsel 5.72 "" hand phone Dual SIM 4GB Rom mobilephone telepon",Tidak Ada Merek,Handphone & Aksesoris,1023718.0,40%,609900.0,91,4.5,2997,"👗Pelanggan yang terhormat, ponsel kami semua tersedia dan dapat dikirim pada hari yang sama. Indonesia akan menerima ponsel dalam 7-20 hari.
Toko memiliki kupon, ingatlah untuk terbiasa !! Terima kasih!

👗Dear customers, our mobile phones are all in stock and can be sent out on the same day. Indonesia will receive mobile phones in 7-20 days.
Shop has coupons, remember to get used!! Thank you!

Model No:p20
Platform :MTK6580  octa core  3G 
Standby :Dual SIM
Screen:5.72'' 854*480
Speaker:1511 Box Speaker
Frequency:GSM850/900/1800/1900MHz,  3G: WCDMA850/2100MHz
Vibration:Support
Colors:Gold,Black,Blue,GradientBlue
Memory：512MB RAM+4gb  ROM 
Multi Media：MP3/MP4/3GP/FM Radio/Bluetooth
Camera： 200w+200w
Multi Function：Full screen,  Face recognition,  Single SIM Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPRS/Wireless charging,  Image viewer,E-Book,World clock,Tasks card  rear flash IML rear cover 
Languages：Multi-language support，
Others：Android OS 5.0
Battery：1800mAh

【pakage list】
1x mobile phone
1x user manual
1xusb cable
1xDC charger
1x gift box
1x headphone  cable

#phone #smartphone #android #sim #call #WiFi  #Bluetooth #4g #touchScreen #youtuble #camera #cellphone
#handphone #mobilephone #ponsel #telepon"
1831651283,63876352,Stand Holder Handphone Holder HP Holder/ Smartphone / Honda Toyota Suzuki Nissan Mitsubishi Mobil,Tidak Ada Merek,Handphone & Aksesoris,99000.0,51%,49000.0,168,4.301205,3082,"Material: Aluminium Alloy
Size:40 * 35mm (width * height)
Magnetic: Yes
Package: 1*Handphone Holder
fitur
1) Mobil magnetik yang dipasang untuk ponsel ini tidak besar atau memakan ruang sama sekali.
    Anda tidak lagi harus mencukupi untuk menjaga ponsel Anda di dudukan cangkir atau dasbor, karena dudukan mobil normal menghalangi.
    Mobil magnetik ini dipasang di dashboard, dengan demikian tidak menghalangi kaca mobil Anda atau Air Vent.
3) Teknologi magnetis aman digunakan, dan tidak akan membahayakan ponsel pintar apa pun. 
Bersamaan dengan aman, itu juga kuat, ia menarik ponsel apa pun dengan cepat - ini adalah fitur snap cepat. 
Pengguna hanya dapat membawa ponsel di dekat tunggangan dan itu akan mengambilnya dengan mudah, sehingga pengguna tidak perlu lagi repot dengan menjaga ponsel mereka 
 
Instruksi cara mengatur Mount
1) Pertama bersihkan permukaan di tempat pemasangan.
2) Kupas stiker dari tunggangan dan tempelkan.
3) Tempatkan pelat logam magnet dalam kasus Anda di antara penutup dan telepon, Atau tempelkan pada logam magnet bundar di telepon atau GPS Anda
3) Dan ponsel Anda siap digunakan!
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
Terima kasih telah mengunjungi Soya Global, apa yang bisa saya bantu? Berikut ini adalah 【FAQ】 untuk referensi Anda.
---------【Ketersediaan】 Semua produk tersedia, lanjutkan memesan jika Anda menyukainya;
---------【Pengiriman】 Semua pesanan akan dikirim dalam waktu 24 jam dari Bandung.Umumnya, dibutuhkan 1-2 hari untuk tiba di Bandung dan 2-7 hari untuk tiba di luar pulau jawa.
---------【Garansi】 Kami menawarkan garansi 6 bulan untuk semua produk kami. Masalah kualitas apa pun yang terjadi selama periode ini dapat diganti atau dikembalikan.
---------【Umpan Balik】 Mohon beri kami peringkat bintang 5 dengan komentar yang baik jika Anda puas dengan produk dan layanan kami. Hadiah akan dikirimkan kepada Anda secara gratis dalam pesanan Anda berikutnya dengan bukti peringkat & komentar Anda.

Silahkan menghubungi kami untuk informasi atau bantuan lebih lanjut & semoga pengalaman belanja Anda menyenangkan di toko kami Soya Global :)
#mobil #car #lampumobil #pintumobil #honda #suzuki #toyota #nissan #Mitsubishi #daihatsu"
1879616267,28523540,"UMIDIGI A3 Pro 5.7""19:9 smartphone 3GB+16/32 Quad core Android 8.1 12MP+5MP Face Unlock Dual 4G",Umidigi,Handphone & Aksesoris,0.0,,1250000.0,5,4.5,10,"Dikirimkan dari luar negeri,🏁🏁🚩

Description

Unlock Phones Yes

Band Mode 2SIM/Multi-Bands

Talk Time According to use

Size Length 147.2mm,Height 70.2mm,Width 8.5mm

Language French,German,Russian,Polish,English,Turkish, Indonesia,Norwegian,Italian,Spanish,Portuguese

Feature HD Video Player,Message,Fingerprint Recognition,Video Player,MP3 Playback,Email,Memory Card Slots,Bluetooth,FM Radio,GPRS,Gravity Response,Touchscreen,Front Camera,GPS Navigation,Wi-Fi

Camera Type 2 back & 1 front cameras

Item Condition New

Battery Type Not Detachable

RAM 3G

Touch Screen Type Capacitive Screen

CPU Manufacturer MTK

Rear Camera 12.0MP

Brand Name UMIDIGI

Display Size 5.7

Release Date 2018

CPU Quad Core

Operation System Android

Display Color Color

Cellular GSM/WCDMA/LTE

SIM Card Quantity Dual SIM Cards

Design Bar

Front Camera 8MP

Recording Definition 1080P

UMIDIGI Model A3 Pro 3GB 32GB

Thickness Ultra Slim(<9mm)

Google Play Yes

ROM 32G

Battery Capacity(mAh) 3300mAh

Display Resolution 1512 x 720

Language Multi-language

UMIDIGI phones UMIDIGI A3 Pro

Function Global Bands, Triple Slots,Dual 4G VoLTE,Face Unlock,Touch ID

Screen 5.7"" 19:9 HD+Notch Display

2G GSM B2/3/5/8

3G WCDMA B1/2/4/5/8

4G FDD-LTE 1/2/3/4/5/7/8/12/13/17/19/20,TDD-LTE 38/40/41

Max extendable Support TF card up to 256GB

Umidigi A3 Pro OS Stock Android 8.1

GARANSI Toko 1 MINGGU...
Dengan Syarat :
# Jika Kerusakan Bukan Ulah Pengguna ! Bukan Bongkar Sendiri / Masuk Air / Jatuh / Sebab Lain Yg Mengakibatkan Rusak Produk Tsb
# Segel Yg Tertempel Di Unit HARUS MASIH UTUH.
# Unit Masih Dalam Kondisi AWALNYA / NO LECET Tambahan
# Jika Syarat Diatas tidak dpt dipenuhi, maka garansi hangus.
# Ongkir Retur/Refund sepenuhnya ditanggung oleh pembeli !"
